idArticle;categorie;designation;stockAlerte;DCI1;DCI2;DCI3;prixVenteHT;prixVenteTTC;prixAchatHT;prixAchatTTC
467;MEDICAMENT;BETAGAM 8MG BT/90CP;2;BETAHISTINE;;;10,340;10,420;7,654;7,654
4670;PREPARATION;ALCOOL 60ø 1000CC\0090;1000;;;;,650;,650;,162;,162
4671;PREPARATION;ALCOOL 60ø 1000CC\0125;1000;;;;,840;,840;,224;,224
4672;PREPARATION;ALCOOL 60Ø 1000CC\0150;1000;;;;,980;,980;,980;,980
4673;PREPARATION;ALCOOL 60ø 1000CC\0250;1000;;;;1,530;1,530;,449;,449
4674;PREPARATION;ALCOOL 60ø 1000CC\0500;1000;;;;2,920;2,920;,898;,898
4675;PREPARATION;ALCOOL 60Ø 1000CC\1000;1000;;;;5,530;5,530;5,530;5,530
4676;PREPARATION;PM59656 PREPARATION MAGISTRALE;0;;;;9,848;9,848;4,566;4,566
4677;PREPARATION;PREPARATION MAGISTRALE IP1184;0;;;;9,848;9,848;4,566;4,566
4678;PARAPHARMACIE;MARTIN-PRIVAT LEUCINE BT/10O;0;;;;36,395;42,946;24,263;28,630
4679;MEDICAMENT;OFLOXACINE 200 MG WINTH B/10CP;2;OFLOXACINE;;;16,920;17,000;12,857;12,857
468;PARAPHARMACIE;EXFOLIAC NC GEL T/30ML;0;;;;32,130;37,913;21,420;25,275
4680;HOMEOPATHIE;COFFEA CRUDA 15 CH GR;0;;;;3,315;3,315;2,454;2,454
4681;HOMEOPATHIE;NUX VOMICA 15 CH GR;0;;;;3,315;3,315;2,454;2,454
4682;HOMEOPATHIE;KALIUM BICHROMICUM 15 CH GR;0;;;;3,315;3,315;2,454;2,454
4683;HOMEOPATHIE;CINA 15 CH GR;0;;;;3,315;3,315;2,454;2,454
4684;HOMEOPATHIE;NATRUM MURIATICUM 15CH GR;0;;;;3,315;3,315;2,454;2,454
4685;MEDICAMENT;OPHTACLAIR FL 120 ML;0;;;;10,786;12,727;6,365;7,510
4686;ACCESSOIRE;AIRBOX NOURRISSON;1;;;;14,469;17,073;9,646;11,382
4687;ACCESSOIRE;AIRBOX ENFANT;1;;;;10,620;12,532;7,080;8,354
4688;PARAPHARMACIE;LED ACTIPUR DERMO-NETTOYANT;0;;;;32,288;38,100;21,525;25,399
4689;PARAPHARMACIE;LED ACTIPUR SOIN INTENSIF ANTI IMPERF;0;;;;29,138;34,383;19,425;22,921
469;MEDICAMENT;NEO-CODION AD SP FL/180ML;2;CODEINE;;;3,554;3,554;2,631;2,631
4690;PARAPHARMACIE;LED ACTIPUR CREME TEINTE;0;;;;27,563;32,524;18,375;21,682
4691;ACCESSOIRE;SIGVARIS CHAUSS H LARGE LONG CLASS 2;0;;;;61,603;72,692;45,632;53,845
4692;PREPARATION;PM59660 PREPARATION MAGISTRALE;0;;;;27,977;27,977;11,507;11,507
4693;PREPARATION;PREPARATION MAGISTRALE IP1185;0;;;;27,977;27,977;11,507;11,507
4694;HOMEOPATHIE;SULFUR  5 CH GR;0;;;;3,315;3,315;2,454;2,454
4695;PREPARATION;PREPARATION MAGISTRALE;0;;;;,000;,000;,000;,000
4696;HOMEOPATHIE;IGNATIA AMARA   7CH GR;0;;;;3,315;3,315;2,454;2,454
4697;HOMEOPATHIE;IGNATIA AMARA  9CH GR;0;;;;3,315;3,315;2,454;2,454
4698;HOMEOPATHIE;IGNATIA AMARA 15CH GR;0;;;;3,315;3,315;2,454;2,454
4699;HOMEOPATHIE;IGNATIA AMARA   5CH GR;0;;;;3,315;3,315;2,454;2,454
47;MEDICAMENT;FORTRANS POUDRE BT/4;1;MACROGOL;SULFATE SODIUM;POTASSIUM;13,170;13,170;10,010;10,010
470;MEDICAMENT;LIORESAL 10 B50 CP;3;BACLOFENE;;;14,326;14,406;10,886;10,886
4700;HOMEOPATHIE;CAPSICUM ANNUUM  9 CH GR;0;;;;3,315;3,315;2,454;2,454
4701;HOMEOPATHIE;CAPSICUM ANNUUM  7 CH GR;0;;;;3,315;3,315;2,454;2,454
4702;HOMEOPATHIE;CAPSICUM ANNUUM 15 CH GR;0;;;;3,315;3,315;2,454;2,454
4703;HOMEOPATHIE;CAPSICUM ANNUUM  5 CH GR;0;;;;3,315;3,315;2,454;2,454
4704;HOMEOPATHIE;CHAMOMILLA  VULGARIS  5 CH GR;0;;;;3,315;3,315;2,454;2,454
4705;HOMEOPATHIE;CHAMOMILLA  VULGARIS  9 CH GR;0;;;;3,315;3,315;2,454;2,454
4706;HOMEOPATHIE;CHAMOMILLA  VULGARIS 30 CH GR;0;;;;3,315;3,315;2,454;2,454
4707;HOMEOPATHIE;CHINA REGIA  9 CH GR;0;;;;3,315;3,315;2,454;2,454
4708;HOMEOPATHIE;CHINA REGIA  7 CH GR;0;;;;3,315;3,315;2,454;2,454
4709;HOMEOPATHIE;CHINA REGIA  5 CH GR;0;;;;3,315;3,315;2,454;2,454
471;PRODUITS CHIMIQUES;MICROS FENUGREC FL/100GR;0;;;;26,141;30,846;15,392;18,162
4710;HOMEOPATHIE;COLOCYNTHIS  7 CH GR;0;;;;3,315;3,315;2,454;2,454
4711;HOMEOPATHIE;COLOCYNTHIS  9 CH GR;0;;;;3,315;3,315;2,454;2,454
4712;HOMEOPATHIE;COLOCYNTHIS 15 CH GR;0;;;;3,315;3,315;2,454;2,454
4713;HOMEOPATHIE;DULCAMARA  5 CH GR;0;;;;3,315;3,315;2,454;2,454
4714;HOMEOPATHIE;DULCAMARA  7 CH GR;0;;;;3,315;3,315;2,454;2,454
4715;HOMEOPATHIE;DULCAMARA 15 CH GR;0;;;;3,315;3,315;2,454;2,454
4716;HOMEOPATHIE;GRAPHITES  5 CH GR;0;;;;3,315;3,315;2,454;2,454
4717;HOMEOPATHIE;GRAPHITES  9 CH GR;0;;;;3,315;3,315;2,454;2,454
4718;HOMEOPATHIE;GRAPHITES 15 CH GR;0;;;;3,315;3,315;2,454;2,454
4719;HOMEOPATHIE;GRAPHITES 30 CH GR;0;;;;3,315;3,315;2,454;2,454
472;MEDICAMENT;LIPANTHYL 300 B30 CP;2;FENOFIBRATE;;;9,540;9,620;7,061;7,061
4720;PREPARATION;HUILE AMINCISSANTE 1000 CC;0;;;;80,000;80,000;13,637;13,637
4721;PREPARATION;PREPARATION MAGISTRALE;0;;;;,000;,000;,000;,000
4722;PREPARATION;PREPARATION MAGISTRALE IP1180;0;;;;9,268;9,268;2,978;2,978
4723;PREPARATION;PREPARATION MAGISTRALE;0;;;;,000;,000;,000;,000
4724;PREPARATION;PREPARATION MAGISTRALE;0;;;;,000;,000;,000;,000
4725;HOMEOPATHIE;BRYONIA 15 CH GR;0;;;;3,315;3,315;2,454;2,454
4726;HOMEOPATHIE;BERBERIS VULGARIS  9 CH GR;0;;;;3,315;3,315;2,454;2,454
4727;HOMEOPATHIE;ANTIMONIUM CRUDUM  9 CH GR;0;;;;3,315;3,315;2,454;2,454
4728;HOMEOPATHIE;FERRUM METALLICUM 15 CH GR;0;;;;3,315;3,315;2,454;2,454
4729;HOMEOPATHIE;HYDRASTIS CANADENSIS  9 CH GR;0;;;;3,315;3,315;2,454;2,454
473;MEDICAMENT;LEVOTHYROX  50 BT 30CP;5;LEVOTHYROXINE;;;1,658;1,738;1,194;1,194
4730;HOMEOPATHIE;KALIUM BICHROMICUM  9 CH GR;0;;;;3,315;3,315;2,454;2,454
4731;HOMEOPATHIE;KALIUM IODATUM 15 CH GR;0;;;;3,315;3,315;2,454;2,454
4732;HOMEOPATHIE;MAGNESIA CARBONICA 15 CH GR;0;;;;3,315;3,315;2,454;2,454
4733;HOMEOPATHIE;SULFUR  9 CH GR;0;;;;3,315;3,315;2,454;2,454
4734;PREPARATION;ALCOOL CAMPHREE FAIBLE 1000C;0;;;;6,161;6,161;2,249;2,249
4735;HOMEOPATHIE;LACHESIS MUTUS 15 CH GR;0;;;;3,315;3,315;2,454;2,454
4736;PREPARATION;ALCOOL BORIQUE 1000CC;0;;;;18,000;18,000;,963;,963
4737;HOMEOPATHIE;HYDRASTIS CANADENSIS  7 CH GR;0;;;;3,315;3,315;2,454;2,454
4738;HOMEOPATHIE;LACHESIS MUTUS  7 CH GR;0;;;;3,315;3,315;2,454;2,454
4739;HOMEOPATHIE;SILICEA  7 CH GR;0;;;;3,315;3,315;2,454;2,454
474;MEDICAMENT;LEVOMEPROMAZINE 25 B20 CP;2;LEVOMEPROMAZINE;;;2,195;2,275;1,580;1,580
4740;HOMEOPATHIE;SULFUR 15 CH GR;0;;;;3,315;3,315;2,454;2,454
4741;PREPARATION;COLLU B.METHYLENE 1000CC;0;;;;,000;,000;,000;,000
4742;PRODUITS CHIMIQUES;DAKIN 1000CC;0;;;;3,000;3,000;,266;,266
4743;PREPARATION;PM59662 PREPARATION MAGISTRALE;0;;;;9,180;9,180;6,539;6,539
4744;PREPARATION;PREPARATION MAGISTRALE IP1190;0;;;;9,180;9,180;6,539;6,539
4745;PREPARATION;PM59663 PREPARATION MAGISTRALE;0;;;;18,146;18,146;10,505;10,505
4746;PREPARATION;PREPARATION MAGISTRALE IP1191;0;;;;18,146;18,146;10,505;10,505
4747;ACCESSOIRE;COOLSTAR COUPE ONGLE PM;1;;;;1,488;1,756;,992;1,170
4748;ACCESSOIRE;THUASNE LIGACAST CHEVILL T1;0;;;;72,900;72,900;54,000;54,000
4749;HOMEOPATHIE;CALCAREA FLUORICA  9 CH GR;3;;;;3,315;3,315;2,454;2,454
475;ACCESSOIRE;TITANIA TECHNOGEL PROCT.CALLOSITES;0;;;;8,475;10,001;6,271;7,399
4750;HOMEOPATHIE;RHUS TOX  9 CH GR;5;;;;3,315;3,315;2,454;2,454
4751;HOMEOPATHIE;TUBERCULINUM 15 CH GR;2;;;;3,315;3,315;2,454;2,454
4752;PARAPHARMACIE;BIOSCR. MOUSSE PEELING;0;;;;27,600;32,568;18,400;21,712
4753;PARAPHARMACIE;BIODERMA ATODERM CREME 500ML;0;;;;44,250;52,215;29,500;34,810
4754;PREPARATION;PM59666 PREPARATION MAGISTRALE;0;;;;105,050;105,050;59,013;59,013
4755;PREPARATION;PREPARATION MAGISTRALE IP1192;0;;;;105,050;105,050;59,013;59,013
4756;HOMEOPATHIE;LILIUM TIGRINUM  9 CH GR;0;;;;3,315;3,315;2,454;2,454
4757;HOMEOPATHIE;HYOSCYAMUS NIGER  5 CH GR;0;;;;3,315;3,315;2,454;2,454
4758;PREPARATION;PREPARATION MAGISTRALE;0;;;;19,025;19,025;10,546;10,546
4759;PRODUITS CHIMIQUES;MICROS HAMMAMELIS;0;;;;41,000;41,000;20,500;24,190
476;MEDICAMENT;LOPRESSOR LP 200 B/30 CP;2;METOPROLOL;;;7,085;7,165;5,243;5,243
4760;PRODUITS CHIMIQUES;EPS PENSEE SAUVAGE 500ML;0;;;;124,500;146,910;75,000;88,500
4761;PRODUITS CHIMIQUES;EPS REINE DES PRES 500ML;0;;;;112,500;132,750;75,000;88,500
4762;HOMEOPATHIE;LEDUM PALUSTRE  9 CH GR;0;;;;3,315;3,315;2,454;2,454
4763;PREPARATION;PM59669 PREPARATION MAGISTRALE;0;;;;20,135;20,135;10,541;10,541
4764;PREPARATION;PREPARATION MAGISTRALE IP1194;0;;;;20,135;20,135;10,541;10,541
4765;PREPARATION;PREPARATION MAGISTRALE;0;;;;,000;,000;,000;,000
4766;PREPARATION;PREPARATION MAGISTRALE;0;;;;,000;,000;,000;,000
4767;PREPARATION;PM59670 PREPARATION MAGISTRALE;0;;;;10,967;10,967;5,231;5,231
4768;PREPARATION;PREPARATION MAGISTRALE IP1197;0;;;;10,967;10,967;5,231;5,231
4769;PRODUITS CHIMIQUES;EPS GRANDE CAMOMILLE 500ML;0;;;;124,500;146,910;75,000;88,500
477;MEDICAMENT;LOPRIL 25 B30 CP;3;CAPTOPRIL;;;11,280;11,360;8,349;8,349
4770;PREPARATION;PREPARATION MAGISTRALE IP813;0;;;;28,020;28,020;7,413;7,413
4771;PREPARATION;PM59672 PREPARATION MAGISTRALE;0;;;;11,158;11,158;6,692;6,692
4772;PREPARATION;PREPARATION MAGISTRALE IP1198;0;;;;11,158;11,158;6,692;6,692
4773;PREPARATION;PREPARATION MAGISTRALE;0;;;;,000;,000;,000;,000
4774;PREPARATION;PM59673 PREPARATION MAGISTRALE;0;;;;69,828;69,828;34,012;34,012
4775;PREPARATION;PREPARATION MAGISTRALE IP1200;0;;;;69,828;69,828;34,012;34,012
4776;PREPARATION;PM59674 PREPARATION MAGISTRALE;0;;;;105,026;105,026;60,697;60,697
4777;PREPARATION;PREPARATION MAGISTRALE IP1201;0;;;;105,026;105,026;60,697;60,697
4778;PARAPHARMACIE;BIOSCR.EMULSION ECLAIRCISSANTE;0;;;;37,500;44,250;25,000;29,500
4779;PARAPHARMACIE;BIOSCR. MASQUE PURIFIANT;0;;;;28,500;33,630;19,000;22,420
478;MEDICAMENT;LOPRIL 50 B30 CP;3;CAPTOPRIL;;;20,220;20,300;15,365;15,365
4780;PARAPHARMACIE;FORTIMEL EXTRA VANILLE;1;;;;6,876;8,114;4,584;5,409
4781;PARAPHARMACIE;FORTIMEL EXTRA CHOCOLAT;0;;;;7,818;7,818;5,410;5,410
4782;PARAPHARMACIE;FORTIMEL EXTRA FRUITS DE LA FORET;0;;;;5,796;6,839;3,864;4,559
4783;PARAPHARMACIE;FORTIMEL EXTRA FRAISE;0;;;;6,876;8,114;4,584;5,409
4784;HOMEOPATHIE;CONIUM MACULATUM  9 CH GR;0;;;;3,315;3,315;2,454;2,454
4785;HOMEOPATHIE;CONIUM MACULATUM 15 CH GR;0;;;;3,315;3,315;2,454;2,454
4786;HOMEOPATHIE;CORALLIUM RUBRUM 5 CH GR;0;;;;3,315;3,315;2,454;2,454
4787;HOMEOPATHIE;CORALLIUM RUBRUM 9 CH GR;0;;;;3,315;3,315;2,454;2,454
4788;HOMEOPATHIE;CROTON TIGLIUM 5 CH GR;0;;;;3,315;3,315;2,454;2,454
4789;HOMEOPATHIE;CROTON TIGLIUM 9 CH GR;0;;;;3,315;3,315;2,454;2,454
479;PARAPHARMACIE;DUCRAY CHRONOSTIM JOU/NUI;0;;;;80,508;94,999;53,672;63,332
4790;HOMEOPATHIE;CUPRUM METALLICUM  5 CH GR;0;;;;3,315;3,315;2,454;2,454
4791;HOMEOPATHIE;CUPRUM METALLICUM  7 CH GR;0;;;;3,315;3,315;2,454;2,454
4792;HOMEOPATHIE;CUPRUM METALLICUM  9 CH GR;0;;;;3,315;3,315;2,454;2,454
4793;HOMEOPATHIE;CUPRUM METALLICUM 15 CH GR;0;;;;3,315;3,315;2,454;2,454
4794;HOMEOPATHIE;DIGITALIS PURPUREA 5 CH GR;0;;;;3,315;3,315;2,454;2,454
4795;HOMEOPATHIE;DROSERA  7 CH GR;0;;;;3,315;3,315;2,454;2,454
4796;HOMEOPATHIE;DROSERA  9 CH GR;0;;;;3,315;3,315;2,454;2,454
4797;HOMEOPATHIE;EUGENIA JAMBOSA 5 CH GR;0;;;;3,315;3,315;2,454;2,454
4798;HOMEOPATHIE;EUGENIA JAMBOLANA 9 CH GR;0;;;;3,315;3,315;2,454;2,454
4799;HOMEOPATHIE;EUPHRASIA OFFICINALIS  5 CH GR;0;;;;3,315;3,315;2,454;2,454
48;MEDICAMENT;ASPEGIC 1000 MG B20 SA;10;ACETYLSALICYLATE LYSINE;;;4,350;4,350;3,220;3,220
480;ACCESSOIRE;BOULES QUIES SILICON 3 PA ENF;0;;;;15,996;18,875;10,664;12,583
4800;HOMEOPATHIE;EUPHRASIA OFFICINALIS  7 CH GR;0;;;;3,315;3,315;2,454;2,454
4801;HOMEOPATHIE;EUPHRASIA OFFICINALIS  9 CH GR;0;;;;3,315;3,315;2,454;2,454
4802;HOMEOPATHIE;EUPHRASIA OFFICINALIS 15 CH GR;0;;;;3,315;3,315;2,454;2,454
4803;HOMEOPATHIE;FERRUM METALLICUM  7 CH GR;0;;;;3,315;3,315;2,454;2,454
4804;HOMEOPATHIE;FERRUM METALLICUM  9 CH GR;0;;;;3,315;3,315;2,454;2,454
4805;HOMEOPATHIE;FERRUM PHOSPHORICUM  5 CH GR;0;;;;3,315;3,315;2,454;2,454
4806;HOMEOPATHIE;FERRUM PHOSPHORICUM  7 CH GR;0;;;;3,315;3,315;2,454;2,454
4807;HOMEOPATHIE;FERRUM PHOSPHORICUM  9 CH GR;0;;;;3,315;3,315;2,454;2,454
4808;HOMEOPATHIE;FERRUM PHOSPHORICUM 15 CH GR;0;;;;3,315;3,315;2,454;2,454
4809;MEDICAMENT;A.FUSIDIQUE CREME 15GR;1;ACIDE FUSIDIQUE;;;4,130;4,210;3,057;3,057
481;MEDICAMENT;UNITAG 200MG BT/10/2ML;1;CIMETIDINE;;;5,500;5,580;4,071;4,071
4810;PREPARATION;PREPARATION MAGISTRALE IP813;0;;;;28,020;28,020;7,413;7,413
4811;MEDICAMENT;TUNOLOL 0.5%  OPHTADOSE   COLLYRE;1;MALEATE TIMOLOL;;;4,202;4,282;3,110;3,110
4812;HOMEOPATHIE;SELENIUM METALLICUM  9 CH GR;2;;;;3,315;3,315;2,454;2,454
4813;HOMEOPATHIE;PODOPHYLLUM PELTATUM 15 CH GR;2;;;;3,315;3,315;2,454;2,454
4814;HOMEOPATHIE;DULCAMARA 30 CH GR;2;;;;3,315;3,315;2,454;2,454
4815;HOMEOPATHIE;SPONGIA TOSTA  5 CH GR;1;;;;3,315;3,315;2,454;2,454
4816;HOMEOPATHIE;LACHESIS MUTUS  9 CH GR;3;;;;3,315;3,315;2,454;2,454
4817;HOMEOPATHIE;SEPIA OFFICINALIS  9 CH GR;2;;;;3,315;3,315;2,454;2,454
4818;HOMEOPATHIE;PYROGENIUM  9 CH GR;3;;;;3,315;3,315;2,454;2,454
4819;HOMEOPATHIE;SAMBUCUS NIGRA 15 CH GR LEHN;2;;;;3,315;3,315;2,454;2,454
482;MEDICAMENT;LUDIOMIL 25 B50 CP;2;MAPROTILINE;;;9,384;9,464;6,946;6,946
4820;HOMEOPATHIE;MAGNESIA PHOSPHORICA  9 CH GR;3;;;;3,315;3,315;2,454;2,454
4821;HOMEOPATHIE;CHAMOMILLA  VULGARIS  7 CH GR LEHN;2;;;;3,315;3,315;2,454;2,454
4822;PARAPHARMACIE;BIEN ETRE ESSENCES  FRAICHES 250ML;1;;;;8,910;10,514;6,600;7,788
4823;MEDICAMENT;ALBUMINE HUMAINE (VIALEBEX) 200MG;0;;;;89,568;89,568;68,061;68,061
4824;MEDICAMENT;BLOPRESS 8 PLUS 8MG BT/30CP;0;CANDESARTAN;;;31,695;31,775;24,083;24,083
4825;MEDICAMENT;LAMICTAL 100MG BT 30;0;LAMOTRIGINE;;;76,561;76,641;58,177;58,177
4826;HOMEOPATHIE;NUX VOMICA  7 CH GR;0;;;;3,315;3,315;2,454;2,454
4827;HOMEOPATHIE;NUX VOMICA  9 CH GR;0;;;;3,315;3,315;2,454;2,454
4828;HOMEOPATHIE;NUX VOMICA 30 CH GR;0;;;;3,315;3,315;2,454;2,454
4829;HOMEOPATHIE;CALCAREA CARB 30 CH GR;0;;;;3,315;3,315;2,454;2,454
483;MEDICAMENT;LUDIOMIL 75 B20CP;2;MAPROTILINE;;;11,947;12,027;9,139;9,139
4830;HOMEOPATHIE;CALCAREA FLUORICA  5 CH GR;0;;;;3,315;3,315;2,454;2,454
4831;HOMEOPATHIE;CALCAREA FLUORICA 15 CH GR;0;;;;3,315;3,315;2,454;2,454
4832;HOMEOPATHIE;CALCAREA PHOSPHORICA  5 CH;0;;;;3,315;3,315;2,454;2,454
4833;HOMEOPATHIE;CALCAREA PHOSPHORICA  9 CH;0;;;;3,315;3,315;2,454;2,454
4834;HOMEOPATHIE;CALCAREA PHOSPHORICA 15 CH;0;;;;3,315;3,315;2,454;2,454
4835;HOMEOPATHIE;CALCAREA PHOSPHORICA 30 CH;0;;;;3,315;3,315;2,454;2,454
4836;HOMEOPATHIE;CALADIUM SEGUINUM 9 CH GR;0;;;;3,315;3,315;2,454;2,454
4837;HOMEOPATHIE;CACTUS GRANDIFLORUS 5 CH GR;0;;;;3,315;3,315;2,454;2,454
4838;HOMEOPATHIE;CANTHARIS 5 CH GR;0;;;;3,315;3,315;2,454;2,454
4839;HOMEOPATHIE;CANTHARIS 7 CH GR;0;;;;3,315;3,315;2,454;2,454
484;MEDICAMENT;LUTESTRAL B10 CP;2;;;;1,417;1,497;,992;,992
4840;HOMEOPATHIE;CANTHARIS 9 CH GR;0;;;;3,315;3,315;2,454;2,454
4841;HOMEOPATHIE;CANTHARIS15 CH GR;0;;;;3,315;3,315;2,454;2,454
4842;MEDICAMENT;CETROTIDE 0.25MG BT1;0;CETRORELIX;;;55,155;55,235;41,912;41,912
4843;MEDICAMENT;CETROTIDE 3MG BT/1;0;CETRORELIX;;;188,771;188,851;143,443;143,443
4844;MEDICAMENT;ROXITHROMYCINE WINTHROP 150 B/12;0;ROXITHROMYCINE;;;9,690;9,690;7,172;7,172
4845;MEDICAMENT;EXCENEL P.P.I 4 GR;0;;;;109,740;109,820;83,389;83,389
4846;MEDICAMENT;ARTHRIDINE SOL.INJ.FL/100ML;0;;;;7,576;7,656;5,608;5,608
4847;MEDICAMENT;DOPEZIL 5MG BT/30CP;0;CHLORHYDRATE DE DONEPEZIL;;;91,000;91,080;69,149;69,149
4848;MEDICAMENT;AMOXICILLINE WINT.500 MG GEL.B/12;1;AMOXICILLINE;;;3,376;3,456;2,499;2,499
4849;MEDICAMENT;GLIMEPIRIDE WINT.1MG CP B/30;1;GLIMEPIRIDE;;;6,000;6,080;4,441;4,441
485;MEDICAMENT;MOBIC 7.5MG BT/14CP;2;MELOXICAM;;;9,557;9,637;7,089;7,089
4850;MEDICAMENT;GLIMEPIRIDE WINT.2 MG CP B/30;1;GLIMEPIRIDE;;;10,000;10,080;7,402;7,402
4851;MEDICAMENT;GLIMEPIRIDE WINT.3 MG CP B/30;1;GLIMEPIRIDE;;;12,000;12,080;8,882;8,882
4852;MEDICAMENT;GLIMEPIRIDE WINT.4 MG CP B/30;1;GLIMEPIRIDE;;;14,000;14,080;10,638;10,638
4853;MEDICAMENT;RAMIPRIL WINT. 2.5MG CP B/28;1;RAMIPRIL;;;18,115;18,195;13,765;13,765
4854;MEDICAMENT;RAMIPRIL WINT. 5MG CP B/28;1;RAMIPRIL;;;21,945;22,025;16,676;16,676
4855;MEDICAMENT;RAMIPRIL WINT.10MG CP B/28;1;RAMIPRIL;;;27,300;27,380;20,745;20,745
4856;MEDICAMENT;MOLSIDOMINE WINT.2MG CP B/30;1;MOLSIDOMINE;;;4,080;4,160;3,020;3,020
4857;MEDICAMENT;MOLSIDOMINE WINT.4MG CP B/30;1;MOLSIDOMINE;;;7,950;8,030;5,885;5,885
4858;MEDICAMENT;DEXTROPRO.PARACETAMOL WINT.GÉL.B/20;1;DEXTROPROXYPHENE;PARACETAMOL;;2,520;2,600;1,865;1,865
4859;MEDICAMENT;CARBOPHOS 400MG BT/2T X20 CP;1;CHARBON VEGETAL;;;6,413;6,413;4,747;4,747
486;MEDICAMENT;LYSANXIA 10 B40 CP;5;PRAZEPAM;;;5,215;5,295;3,860;3,860
4860;MEDICAMENT;ASTRADOL 100MG 2ML BT/5 INJ;1;TRAMADOL;;;7,900;7,980;5,848;5,848
4861;MEDICAMENT;GABENTIN 300MG BT/45CP;1;GABAPENTINE;;;34,800;34,880;26,444;26,444
4862;MEDICAMENT;ROXIMAX 150MG CP B/12;1;ROXITHROMYCINE;;;9,345;9,425;6,917;6,917
4863;MEDICAMENT;ONYCAL 250MG BT/28CP;1;TERBINAFINE;;;47,440;47,520;36,064;36,064
4864;MEDICAMENT;REDULIP 40MG BT/30 CP;1;SIMVASTATINE;;;31,950;32,030;24,278;24,278
4865;MEDICAMENT;LUVERIS 75 UI;1;LUTROPINE ALPHA;;;41,429;41,429;31,481;31,481
4866;MEDICAMENT;FER PLUS FL/250ML;1;FER;;;15,790;15,870;12,000;12,000
4867;MEDICAMENT;VITAMINE K1 10MG BT/3 INJ;1;PHYTOMENADIONE;;;4,624;4,624;3,423;3,423
4868;MEDICAMENT;ATROVENT ENFANT 0.25MG INHALATION;0;IPRATROPIUM;;;11,144;11,224;8,249;8,249
4869;HOMEOPATHIE;SABADILLA  7 CH GR;1;;;;3,315;3,315;2,454;2,454
487;ACCESSOIRE;SERINGUE INS 0,5 MICROFIN;500;;;;,450;,531;,300;,354
4870;PREPARATION;E.OXYGENEE 10VOL 1000CC;0;;;;2,596;2,596;,543;,543
4871;HOMEOPATHIE;PHOSPHORUS  7 CH GR;1;;;;3,315;3,315;2,454;2,454
4872;ACCESSOIRE;GUM BROSSETTE 1612 TRAV-LER;0;;;;7,473;8,818;4,981;5,878
4873;ACCESSOIRE;TITANIA LIME ANTI-CALL 3040B;0;;;;6,497;7,666;4,331;5,110
4874;ACCESSOIRE;TITANIA RAPE ANTI-CALL 3041B;1;;;;7,754;9,150;5,744;6,777
4875;ACCESSOIRE;TITANIA LIME ANTI-CALL 3042B;0;;;;6,059;7,150;4,488;5,295
4876;ACCESSOIRE;TITANIA RAPE ANTI-CAL 3044B;0;;;;6,170;7,281;4,570;5,392
4877;ACCESSOIRE;TITANIA ANTIDERAPANT 5226;0;;;;3,263;3,850;2,417;2,852
4878;ACCESSOIRE;PORTAPILLOLE MOD.7T;0;;;;5,879;6,937;3,919;4,624
4879;ACCESSOIRE;PORTAPILLOLE MOD.7S;0;;;;6,092;7,189;4,061;4,791
488;PARAPHARMACIE;BABY NOVA ANNEAU 8;0;;;;3,440;4,059;2,293;2,705
4880;ACCESSOIRE;PORTAPILLOLE MOD.04;0;;;;5,899;6,961;3,932;4,639
4881;ACCESSOIRE;PORTAPILLOLE MOD.03T;0;;;;6,651;7,848;4,434;5,232
4882;ACCESSOIRE;PORTAPILLOLE MOD.03;0;;;;6,652;7,849;4,434;5,232
4883;PREPARATION;PM59687 PREPARATION MAGISTRALE;0;;;;19,479;19,479;10,607;10,607
4884;PREPARATION;PREPARATION MAGISTRALE IP1202;0;;;;19,479;19,479;10,607;10,607
4885;HOMEOPATHIE;AVIAIRE 30 CH TD;2;;;;2,763;2,763;2,045;2,045
4886;HOMEOPATHIE;TUBERCULINUM RES 15 CH TD;0;;;;2,763;2,763;2,045;2,045
4887;HOMEOPATHIE;AVIAIRE 15 CH TD;0;;;;2,763;2,763;2,045;2,045
4888;PREPARATION;PREPARATION MAGISTRALE;0;;;;,000;,000;,000;,000
4889;PREPARATION;PREPARATION MAGISTRALE;0;;;;,000;,000;,000;,000
489;MEDICAMENT;MAGNESIE S P EFFER P.B;5;HYDROXYDE MAGNESIUM;;;9,755;9,755;7,221;7,221
4890;PREPARATION;PM60056 PREPARATION MAGISTRALE;0;;;;35,000;35,000;20,232;20,232
4891;PREPARATION;PREPARATION MAGISTRALE IP1205;0;;;;35,000;35,000;20,232;20,232
4892;PREPARATION;PM60057 PREPARATION MAGISTRALE;0;;;;35,000;35,000;20,232;20,232
4893;PREPARATION;PREPARATION MAGISTRALE IP1206;0;;;;31,303;31,303;20,232;20,232
4894;PREPARATION;PM60058 PREPARATION MAGISTRALE;0;;;;35,000;35,000;20,232;20,232
4895;PREPARATION;PREPARATION MAGISTRALE IP1207;0;;;;31,303;31,303;20,232;20,232
4896;PREPARATION;PM60059 PREPARATION MAGISTRALE;0;;;;31,303;31,303;20,232;20,232
4897;PREPARATION;PREPARATION MAGISTRALE IP1208;0;;;;31,303;31,303;20,232;20,232
4898;PREPARATION;PM59693 PREPARATION MAGISTRALE;0;;;;14,843;14,843;6,342;6,342
4899;PREPARATION;PREPARATION MAGISTRALE IP1209;0;;;;14,843;14,843;6,342;6,342
